ID;Nome;Localidade;Profissao
61104529;Deonilde Gomes;Açores    Angra do Heroísmo    Serreta    374    1 437;Guia turístico
10766910;Larissa Nascimento;Aveiro    Vagos    Ouca    1 874     1 629;Rececionista de hotel
42965650;Clara Covelhã;Açores    Nordeste    Achadinha    561    1 386;Farmacêutico
29502653;Mariana Jorge;Viseu    Penalva do Castelo    Real    294    479;Administrador de sistemas
81297231;Nicia Varela;Évora    Évora    Bacelo    8 297     1 325;Cozinheiro / chef
20694769;Alan Lameirinhas;Beja    Odemira    S. Teotónio    5 019     30 310;Guia turístico
28587600;Norma Anhaia;Santarem    Benavente    Barrosa        739    731;Influenciador digital
31255694;Marisol Lucena;Bragança    Mirandela    Passos    479    1 843;Gestor de projetos IT
46395625;Dores Carvalheiro;Bragança    Moncorvo    Felgar    1 100     3 623;Segurança privado
76430732;Justina Alancastro;Bragança    Vila Flor    Mourão    139    554;Médico
87771850;Maísa Félix;Bragança    Mirandela    Múrias    353    2 243;Canalizador
12252431;Dayse Botica;Santarem    Constância    Montalvo    1 081     1 251;Músico
29734785;Rômulo Milheiriço;Viana do castelo    Viana do Castelo    Deão    971    236;Operador logístico
65978996;Dulcineia Britto;Leiria    Leiria    Parceiros    3 304     1 299;Especialista em inteligência artificial
50739155;Estela Alcântara;Lisboa    Torres Vedras    Outeiro da Cabeça    932    702;Engenheiro civil
50376460;Elói Maltez;Porto    Amarante    Bustelo    577    665;Auxiliar de ação direta
61449350;Lúcio Bensaúde;Santarem    Abrantes    Souto    567    1 502;Empreendedor
90574249;Cristiano Escobar;Setúbal    Palmela    Pinhal Novo    20 993     5 584;Pedreiro
18334337;Ifigénia Cerqueira;Braga    Braga    Trandeiras    703    85;Empreendedor
40669892;Jonata Soeiro;Viana do castelo    Ponte de Lima    Arcozelo    3 932     1 187;Advogado
30863273;Augusto Osório;Viana do castelo    Melgaço    Vila    1 274     176;Auditor
39365952;Geraldo Morão;Viseu    Tabuaço    Vale de Figueira    146    471;Babysitter
28917594;Denise Parreira;Leiria    Porto de Mós    Arrimal    747    1 857;Pescador
50291201;Luis Pegado;Coimbra    Mira    Carapelhos    766    392;Piloto
29473615;Esmeralda Quintella;Madeira    Calheta (Madeira)    Arco da Calheta    3 241     2 500;Técnico de manutenção
59931799;Alessandra Morão;Aveiro    Anadia    Vila Nova de Monsarros    2 001     2 361;Jornalista
26844447;Alice Valverde;Bragança    Bragança    Quintanilha    304    2 491;Analista de dados
35313782;Diogo Silveira;Setúbal    Grândola    Sta. Margarida da Serra    243    5 238;Web designer
51627222;Vilmar Beça;Castelo Branco    Sertã    Sertã    5 500     8 171;Pescador
29861234;Maísa Avellar;Braga    Vila Verde    Godinhaços    462    655;Educador social
13043691;Olívia Gomes;Viseu    Tarouca    Tarouca    3 416     1 968;Engenheiro agrónomo
22915789;Joaquina Amorim;Faro    Vila Real de Santo António    Vila Nova de Cacela    3 462     4 446;Nutricionista
19675103;Edmundo Vilar;Guarda    Guarda    Jarmelo (S. Pedro)    195    2 318;Educador social
10162790;Ludovico Machado;Guarda    Guarda    Gonçalo    1 207     1 543;Tradutor
32039084;Vilela Antas;Bragança    Mirandela    Frechas    1 137     1 841;DevOps engineer
47970528;Lúcia Gameiro;Évora    Évora    Malagueira    13 123     1 778;Técnico de recursos humanos
49416544;Ricardino Rebello;Vila Real    Montalegre    Chã    928    5 760;Consultor financeiro
32745066;Hirondina Curado;Viana do castelo    Valença    Valença    3 483     251;Economista
30049086;Antonieta Quinteiro;Castelo Branco    Penamacôr    Proença-a-Nova    4 675     15 367;Fisioterapeuta
48464007;Gabriel Maior;Castelo Branco    Penamacôr    Bemposta    184    1 000;Cuidador de idosos
54482645;Osvaldo Bento;Aveiro    Vale de Cambra    S. Pedro de Castelões    7 625     2 148;Consultor financeiro
29501126;Sofia Lobo;Évora    Borba    Borba (Matriz)    3 701     4 123;Operador logístico
39461565;Tarcísio Paz;Vila Real    Chaves    Travancas    520    1 346;Empreendedor
71573403;Neli Viegas;Guarda    Pinhel    Lameiras    396    1 677;Engenheiro eletrotécnico
57149123;Esmeralda Eiró;Beja    Serpa    Aldeia Nova de S. Bento    3 430     24 169;Músico
18039730;Yasmine Cortesão;Viseu    Penedono    Granja    181    1 020;Jornalista
46499665;Hélder Seixas;Bragança    Moncorvo    Mós    309    5 869;Engenheiro químico
38622292;Sílvia Mourato;Braga    Fafe    Regadas    1 794     488;Investigador
28448107;Daniel Marmou;Guarda    Guarda    Adão    227    2 068;Notário
27555029;Hugo Barros;Açores    Lajes do Pico    Piedade    902    1 294;Solicitador
15312106;Josélia Gomide;Porto    Póvoa de Varzim    Póvoa de Varzim    27 810     525;Cozinheiro / chef
37823168;César Barcelos;Leiria    Caldas da Rainha    Coto    1 135     550;Maquinista
44072251;Gerson Candeias;Guarda    Vila Nova de Foz Côa    Muxagata    403    2 736;Freelancer
56094400;Anaísa Mendonça;Santarem    Rio Maior    S. Sebastião    564    1 548;Veterinário
78592898;Erasmo Varella;Guarda    Seia    Pinhanços    703    795;Guia turístico
20863940;Miracema Cortês;Braga    Braga    Nogueira    4 815     382;Freelancer
29398737;Frederica Cordeiro;Santarem    Santarem    Sta. Iria da Ribeira de Santarém    1 021     1 453;Maquinista
27807085;Jesus Ataíde;Viana do castelo    Caminha    Âncora    1 058     576;Engenheiro eletrotécnico
74252020;Clemente Velasques;Vila Real    Alijó    Ribalonga    291    915;Pedreiro
13010565;Golias Couto;Viseu    Sernancelhe    Chosendo    250    1 072;Investigador
11297664;Áurea Rebelo;Beja    Almodôvar    Sta. Clara-a-Nova    656    10 820;Rececionista de hotel
30324041;Jacy Uchoa;Porto    Santo Tirso    Lama    1 515     214;Guia turístico
21014579;Felicidade Medeiros;Leiria    Porto de Mós    Alvados    558    2 103;Estafeta
44645436;Ivan Mota;Bragança    Mirandela    Bouça    356    1 357;Juiz
54513514;Golias Paulos;Lisboa    Lisboa    Coração de Jesus    4 319     54;Advogado
17782878;Faustina Grillo;Vila Real    Vila Pouca de Aguiar    Telões    1 630     4 535;Pescador
49832953;Aida Nunes;Bragança    Bragança    Quintela de Lampaças    285    1 975;Empreendedor
44426621;Nélson Barrocas;Viseu    Tarouca    S. João de Tarouca    735    2 246;Farmacêutico
45476310;Valdemar Fartaria;Viana do castelo    Arcos de Valdevez    S. Cosme e S. Damião    223    300;Gestor de produto
16091813;Greta Aveiro;Braga    Guimarães    Sande (S. Clemente)    1 722     579;Educador social
64810789;Francelina Canela;Setúbal    Almada    Costa da Caparica    11 707     1 088;Procurador
48796878;Amândio Freire;Bragança    Mogadouro    Ventozelo    189    2 397;Gestor de produto
40244283;Aécio Correia;Porto    Paços de Ferreira    Meixomil    3 348     431;Explicador / tutor
13381941;Laura Paiva;Vila Real    Boticas    Covas do Barroso    348    2 967;Procurador
49614459;Anita Borges;Vila Real    Valpaços    Possacos    573    1 167;Relações públicas
12186680;Rúben Bouça;Viana do castelo    Viana do Castelo    Vila Mou    564    302;Animador turístico
28317217;Dina Paulos;Viana do castelo    Arcos de Valdevez    Távora (Sta. Maria)    729    381;Diretor de hotel
44970052;Damião Pereira;Braga    Fafe    Arnozela    292    434;Gestor de projetos IT
56053768;Lina Pimentel;Lisboa    Lisboa    Prazeres    8 492     148;Operador de máquinas
19936846;Deonilde Severiano;Porto    Trofa    Bougado (S. Martinho)    13 933     1 298;Professor
61433896;Perceu Bivar;Porto    Santo Tirso    Refojos de Riba de Ave    1 106     554;Especialista em cibersegurança
28809009;Dorisse Orriça;Guarda    Pinhel    Freixedas    1 066     3 694;Engenheiro químico
93927289;Diva Leão;Lisboa    Alenquer    Cadafais    1 687     929;Técnico de radiologia
39851760;Vicente Holanda;Braga    Braga    Tenões    1 067     213;Empreendedor
12377010;Madalena Meireles;Viana do castelo    Arcos de Valdevez    Gondoriz    1 109     3 622;Empreendedor
43732220;Sueli Rabelo;Aveiro    Oliveira do Bairro    Bustos    2 576     1 012;Psicólogo
19939105;Rúben Malafaia;Castelo Branco    Castelo Branco    Malpica do Tejo    758    24 610;Relações públicas
16621325;Cecília Mourinho;Braga    Barcelos    Palme    1 072     972;Bombeiro
16989404;Natividade Prates;Santarem    Santarem    Santarém (S. Nicolau)    9 036     1 484;Técnico de manutenção
65118735;Armindo Candeias;Lisboa    Loures    Santo António dos Cavaleiros    21 947     466;Engenheiro eletrotécnico
64151131;Dinarte Carvalhoso;Coimbra    Montemor-o-Velho    Verride    699    615;Especialista em marketing digital
36292837;Quirina Matos;Guarda    Pinhel    Sorval    88    725;Técnico administrativo
30385939;Aguinaldo Dutra;Bragança    Vimioso    Vilar Seco    220    2 308;Educador social
16503018;Máximo Ríos;Bragança    Mogadouro    Valverde    196    2 397;Gestor de produto
80378986;Getúlio Arantes;Lisboa    Sintra    Montelavar    3 645     1 144;Educador social
50845247;Nicia Pegado;Porto    Maia    Folgosa    3 603     1 030;Professor
17141354;Godofredo Setúbal;Leiria    Leiria    Parceiros    3 304     1 299;Programador / Desenvolvedor de software
63068397;Vitória Mangueira;Lisboa    Azambuja    Aveiras de Cima    4 661     2 608;Animador turístico
77345276;Lucinda Bezerra;Braga    Vila Verde    Lanhas    535    183;Empregado de mesa
24694460;Neandro Temes;Viana do castelo    Caminha    Vile    328    315;Cabeleireiro
35371844;Délia Aveiro;Bragança    Mogadouro    Castelo Branco    540    5 457;Explicador / tutor
68325968;Luca Barateiro;Aveiro    Anadia    Aguim    1 227     682;Barman
73481917;Vágner Mirandela;Coimbra    Coimbra    Ribeira de Frades    2 064     610;Investigador
39207666;Justina Dourado;Guarda    Figueira de Castelo Rodrigo    Penha de Águia    169    1 746;Gestor de produto
66585207;Leónidas Fidalgo;Braga    Braga    Braga (S. José de S. Lázaro)    14 830     172;Influenciador digital
32119882;Tiago Castro;Lisboa    Sintra    Belas    21 172     2 189;Comercial / vendedor
63117656;Clóvis Mascarenhas;Coimbra    Góis    Cadafaz    283    3 415;Formador profissional
10585083;Junia Guterres;Braga    Barcelos    Perelhal    1 603     734;Agricultor
69260042;Ania Monsanto;Braga    Guimarães    Sande (S. Martinho)    2 880     342;Estafeta
19872175;Leopoldina Raminhos;Guarda    Sabugal    Aldeia de Santo António    786    3 063;Explicador / tutor
28906265;Gabriel Açores;Faro    Silves    Alcantarilha    2 347     1 954;Professor
20156410;Disa Menna;Viseu    S. Pedro do Sul    Manhouce    836    4 053;Contabilista
16747225;Liana Pamplona;Vila Real    Montalegre    Donões    72    939;Cientista de dados
12975608;Branca Araújo;Vila Real    Ribeira de Pena    Cerva    2 607     4 605;Professor
67408933;Neiva Resende;Évora    Reguengos de Monsaraz    Corval    1 578     9 491;Canalizador
25688089;Brígida Mattos;Viana do castelo    Valença    Sanfins    154    850;Solicitador
90926887;Íris Zagallo;Faro    Monchique    Alferce    512    9 531;Psicólogo
16032698;Amélia Sarmento;Braga    Póvoa de Lanhoso (N. S. do Amparo)    Póvoa de Lanhoso (N. S. do Amparo)    4 602     562;Especialista em marketing digital
26032401;Disa Penteado;Castelo Branco    Idanha-a-Nova    Medelim    342    3 047;Engenheiro químico
16789597;Violante Carreiro;Viana do castelo    Ponte da Barca    Ponte da Barca    2 308     95;Freelancer
29791938;Bartolomeu Barra;Aveiro    Aveiro    Vera Cruz    8 652     3 880;Segurança privado
14068950;Vitorino Varejão;Castelo Branco    Idanha-a-Nova    Toulões    318    3 676;Gestor de projetos IT
26720902;Rosário Salgueiro;Castelo Branco    Fundão    Fundão    8 957     1 791;Polícia
22383154;Lis Fortunato;Castelo Branco    Penamacôr    Águas    330    1 519;Guarda prisional
15461215;Albertina Laureano;Porto    Vila do Conde    Azurara    2 102     211;Gestor de transportes
21241382;Raul Castanheda;Beja    Odemira    Vila Nova de Milfontes    4 258     7 588;Educador de infância
17256604;Venâncio Afonso;Porto    Trofa    Bougado (S. Martinho)    13 933     1 298;Notário
16655897;Joaquim Câmara;Lisboa    Azambuja    Azambuja    6 914     8 345;Designer gráfico
28533040;Geraldo Caetano;Aveiro    Arouca    Várzea    559    174;Influenciador digital
10169238;Tiago Quintela;Lisboa    Lisboa    Lapa    8 671     72;Especialista em inteligência artificial
72401863;Alfredo Carqueijeiro;Viseu    Oliveira de Frades    S. Vicente de Lafões    793    778;Educador de infância
72808019;Vinicios Seixas;Porto    Vila Nova de Gaia    Sandim    6 326     1 597;Engenheiro eletrotécnico
48685462;Tristão Bulhões;Faro    Tavira    Tavira (Santiago)    5 904     2 570;Operador logístico
67837864;Filomena Delgado;Bragança    Vila Flor    Vilas Boas    715    2 857;Engenheiro mecânico
19846198;Sílvio Bicalho;Porto    Paços de Ferreira    Meixomil    3 348     431;Explicador / tutor
12266106;Nuno Lameiras;Açores    Ribeira Grande    Calhetas    780    470;Segurança privado
28511541;Sílvia Pardo;Viana do castelo    Viana do Castelo    Vilar de Murteda    247    516;Motorista
57056505;Delfino Salazar;Évora    Évora    S. Miguel de Machede    983    8 153;Investigador
40067762;Edelmiro Damásio;Madeira    Porto Santo    Porto Santo    4 474     4 217;Engenheiro mecânico
14063059;Rosa Garcia;Leiria    Nazaré    Famalicão    1 672     2 144;Solicitador
88995185;Adalberto Quirino;Braga    Vila Nova de Famalicão    Delães    3 761     230;Fotógrafo
29982848;Beatriz Torcato;Coimbra    Tábua    Ázere    799    1 195;Técnico de radiologia
24201353;Heidi Avellar;Guarda    Mêda    Longroiva    416    4 122;Formador profissional
52877724;Vanderley Garrido;Coimbra    Coimbra    Coimbra (S. Bartolomeu)    856    22;Veterinário
44193667;Yasmin Canto;Braga    Guimarães    Vizela (S. Faustino)    1 050     211;Médico
40439811;Maristela Vilas-Boas;Santarem    Chamusca    Vale de Cavalos    1 256     11 891;Maquinista
11305092;Rosária Melancia;Castelo Branco    Covilhã    Vale Formoso    640    1 149;Militar
78372717;Moacir Igrejas;Guarda    Guarda    Monte Margarida    44    381;Técnico de recursos humanos
37114667;Carmelinda Camacho;Viana do castelo    Paredes de Coura    Cristelo    352    260;Polícia
24834870;Mário Mendoça;Vila Real    Montalegre    Ferral    547    1 583;Funcionário público
44321856;Celina Castelhano;Braga    Vieira do Minho Caniçada    446    649;Diretor de hotel
29266726;Olímpio Mirandela;Braga    Braga    Palmeira    4 594     872;Técnico ambiental
26944386;Roberta Jorge;Porto    Baião    Loivos do Monte    395    981;Biólogo
25905299;Martinho Fartaria;Aveiro    Águeda    Borralha    2 221     925;Procurador
83875761;Donaldo Canedo;Guarda    Guarda    Faia    279    963;Engenheiro agrónomo
15349816;Lia Fragoso;Viseu    Vila Nova de Paiva    Vila Nova de Paiva    1 411     830;Gestor de projetos IT
45217716;Renan Canejo;Viseu    S. João da Pesqueira    Valongo dos Azeites    262    448;Professor
66248285;Maitê Amaral;Vila Real    Alijó    Vila Chã    579    1 965;Investigador
31681203;Diego Camacho;Viseu    Lamego    Penude    1 807     1 293;Cientista de dados
17749946;Gilberta Inácio;Braga    Vila Nova de Famalicão    Requião    3 034     820;Cozinheiro / chef
30320465;Nélson Carvalheiro;Viseu    Armamar    Santiago    180    376;Soldador
21615337;Afonso Carmona;Coimbra    Figueira da Foz    S. Julião da Figueira da Foz    10 848     362;Barman
24705733;Lídia Carneiro;Porto    Marco de Canaveses    Fornos    3 303     247;Operador logístico
43590209;Linda Muxagata;Braga    Barcelos    Pousa    2 290     613;Pedreiro
52186746;Anabela Morais;Vila Real    Mesão Frio    Barqueiros    844    476;Explicador / tutor
17541206;Urbino Alancastre;Bragança    Macedo de Cavaleiros    Cortiços    417    2 472;Bombeiro
18375404;Silvano Gouveia;Beja    Moura    Safara    1 167     5 762;Contabilista
16061059;Talita Monforte;Aveiro    Anadia    Sangalhos    4 350     1 724;Soldador
17828879;Dora Bugalho;Vila Real    Chaves    S. Pedro de Agostém    1 513     2 685;Engenheiro químico
94259247;Vilmar Cardoso;Lisboa    Arruda dos Vinhos    Arruda dos Vinhos    5 835     3 424;Técnico de recursos humanos
37306358;Valério Águeda;Vila Real    Chaves    Faiões    880    794;Consultor financeiro
30675495;Antónia Salomão;Braga    Vila Verde    Freiriz    1 142     574;Assistente dentário
24303578;Belinda Águeda;Porto    Póvoa de Varzim    Laundos    2 131     969;Diretor de hotel
35852454;Estevão Temes;Porto    Marco de Canaveses    Alpendurada e Matos    4 883     836;Professor
16252498;Bonifácio Mascarenhas;Viana do castelo    Melgaço    Chaviães    431    447;Juiz
82413782;Lídia Villela;Porto    Gondomar    Vilar do Torno e Alentém    1 447     457;Diretor de hotel
28876383;Sidónio Vasconcellos;Guarda    Almeida    Nave de Haver    504    4 114;Diretor de hotel
10094585;Elda Moraes;Braga    Braga    Navarra    454    224;Músico
15300304;Aldina Mendes;Vila Real    Peso da Régua    Godim    4 951     418;Piloto
33324222;Leôncio Quintero;Lisboa    Oeiras    Linda-a-Velha    21 952     232;Ator
16399861;Ricardina Vides;Évora    Reguengos de Monsaraz    Monsaraz    977    8 825;Gestor
10402716;Cloe Quintela;Castelo Branco    Castelo Branco    Cafede    289    1 552;Advogado
14960434;Adolfo Figueira;Faro    Aljezur    Pereiro    287    10 125;Esteticista
74357487;Anaísa Nobre;Bragança    Mirandela    Freixeda    115    1 145;Assistente dentário
64916368;Nídia Torcato;Coimbra    Oliveira do Hospital    Lagares    1 503     1 343;Babysitter
16833189;Getúlio Amorim;Lisboa    Loures    Camarate    18 822     517;Bombeiro
11526555;Salomé Modesto;Coimbra    Coimbra    Arzila    728    137;Estafeta
15625630;Carla Soto Mayor;Faro    Lagoa (Algarve)    Carvoeiro    2 784     1 412;Personal trainer
18215228;Cátia Marroquim;Aveiro    Sta. Maria da Feira    Feira    11 040     840;Analista de investimentos
14884368;Wilton Pardo;Viseu    S. Pedro do Sul    S. Martinho das Moitas    354    2 721;Polícia
15115443;Armando Vasconcelos;Braga    Barcelos    Gueral    417    205;Maquinista
17576808;Arnaldo Caetano;Braga    Barcelos    Rio Covo (Sta. Eugénia)    1 399     303;Psicólogo
28598317;Noemi Gouveia;Bragança    Vila Flor    Carvalho de Egas    134    282;Esteticista
50220915;Valter Braz;Braga    Amares    Sequeiros    273    308;Analista de dados
75825770;Estevão Carreira;Braga    Barcelos    Cambeses    1 346     341;Farmacêutico
16903186;Ivo Janes;Viseu    Sátão    Vila Longa    241    799;Programador / Desenvolvedor de software
76844992;Priscila Resende;Leiria    Peniche    Atouguia da Baleia    7 988     4 604;Engenheiro mecânico
29960900;Andreia Gil;Viana do castelo    Monção    Longos Vales    1 101     1 204;Jornalista
50872089;Simão Osorio;Guarda    Guarda    Vela    567    2 229;Fotógrafo
72755070;Darcy Queiroga;Viana do castelo    Ponte de Lima    Anais    1 176     766;Pintor
18485730;Fabiana Ribas;Aveiro    Espinho    Anta    10 615     617;Designer gráfico
20666878;Lúcia Sampaio;Vila Real    Chaves    Vilarelho da Raia    619    1 775;Carpinteiro
66985171;Licínio Paião;Aveiro    Sta. Maria da Feira    Gião    1 676     357;Militar
45084023;Dário Grangeia;Viana do castelo    Monção    Messegães    329    206;Fotógrafo
43533522;Guido Mattozo;Porto    Vila Nova de Gaia    Madalena    9 356     602;Veterinário
16018176;Isaías Aleixo;Coimbra    Tábua    Covas    1 196     1 747;Relações públicas
38543457;Helga Nóbrega;Vila Real    Sta. Marta de Penaguião    Fontes    1 087     1 642;Gestor de e-commerce
30549576;Ronaldo Malheiro;Porto    Vila Nova de Gaia    Serzedo    7 547     762;Empreendedor
50194713;Dayse Vasconcellos;Braga    Póvoa de Lanhoso (N. S. do Amparo)    Esperança    436    368;Ator
11082872;Adorinda Muniz;Beja    Almodôvar    Sta. Clara-a-Nova    656    10 820;Explicador / tutor
13496019;Aquiles Barroso;Viana do castelo    Melgaço    Roussas    1 139     946;Gestor de projetos IT
21962156;Marcela Inês;Bragança    Carrazeda de Ansiães    Marzagão    320    1 656;Animador turístico
57349332;Felicia Hollanda;Beja    Ourique    Ourique    3 041     24 954;Formador profissional
14284763;Atanásio Monteiro;Vila Real    Boticas    Boticas    1 065     1 378;Gestor
54014452;Egídio Casalinho;Vila Real    Boticas    Pinho    478    2 256;Engenheiro civil
14786590;Aldara Silvestre;Porto    Paços de Ferreira    Sanfins de Ferreira    3 005     653;Bombeiro
16509257;Ricardo Foquiço;Porto    Matosinhos    S. Mamede de Infesta    23 542     521;Fotógrafo
71448463;Dinora Leitão;Porto    Vila Nova de Gaia    Olival    5 616     796;Pescador
30303945;Elisa Álvares;Leiria    Leiria    Amor    4 738     1 813;Fotógrafo
15310858;Batista Osorio;Vila Real    Vila Pouca de Aguiar    Sta. Marta da Montanha    195    1 312;Comercial / vendedor
34954682;Hilário Belo;Leiria    Caldas da Rainha    Coto    1 135     550;Notário
37897049;Péricles Osorio;Vila Real    Chaves    Oura    652    1 426;Empregado de mesa
76377229;Rubina Salvado;Castelo Branco    Covilhã    Boidobra    2 859     1 444;Web designer
62662785;Heitor Toledo;Guarda    Figueira de Castelo Rodrigo    Quintã de Pêro Martins    206    1 552;Gestor de marketing
12387381;Alcione Leitão;Aveiro    Espinho    Paramos    3 789     598;Psicólogo
14740189;Sérgio Casqueira;Braga    Esposende    Forjães    2 577     886;Personal trainer
75793984;Alexandra Estrela;Viseu    Penedono    Castainço    182    1 400;Psicólogo
34892531;Rosa Colares;Braga    Fafe    Armil    820    518;Biólogo
49951567;Léia Homem;Açores    Madalena    Bandeiras    520    2 592;Piloto
17301689;Elvira Belmonte;Castelo Branco    Castelo Branco    Louriçal do Campo    805    2 207;Gestor de produto
27770727;Maísa Pádua;Bragança    Macedo de Cavaleiros    Castelãos    395    1 310;Procurador
